  0.3634E+01  0.5044E+01 -0.4501E+01  0.1715E+01 -0.1130E+02 -0.9888E+01
  0.3909E+01  0.5353E+01 -0.4335E+01  0.1604E+01 -0.1102E+02 -0.9580E+01
  0.4243E+01  0.5648E+01 -0.4106E+01  0.1479E+01 -0.1067E+02 -0.9269E+01
  0.4641E+01  0.5945E+01 -0.3818E+01  0.1346E+01 -0.1029E+02 -0.8988E+01
  0.5074E+01  0.6216E+01 -0.3473E+01  0.1207E+01 -0.9859E+01 -0.8717E+01
  0.5522E+01  0.6461E+01 -0.3083E+01  0.1068E+01 -0.9411E+01 -0.8472E+01
  0.5956E+01  0.6673E+01 -0.2675E+01  0.9367E+00 -0.8975E+01 -0.8259E+01
  0.6307E+01  0.6837E+01 -0.2311E+01  0.8249E+00 -0.8626E+01 -0.8096E+01
 -0.1834E+03 -0.1702E+03 -0.9736E+01  0.4604E+01  0.0000E+00  0.0000E+00
 -0.1674E+03 -0.1551E+03 -0.9570E+01  0.4564E+01  0.0000E+00  0.0000E+00
 -0.1528E+03 -0.1414E+03 -0.9412E+01  0.4526E+01  0.0000E+00  0.0000E+00
 -0.1395E+03 -0.1289E+03 -0.9264E+01  0.4488E+01  0.0000E+00  0.0000E+00
 -0.1275E+03 -0.1176E+03 -0.9124E+01  0.4451E+01  0.0000E+00  0.0000E+00
 -0.1167E+03 -0.1076E+03 -0.8993E+01  0.4414E+01  0.0000E+00  0.0000E+00
 -0.1069E+03 -0.9843E+02 -0.8870E+01  0.4378E+01  0.0000E+00  0.0000E+00
 -0.9795E+02 -0.9000E+02 -0.8754E+01  0.4342E+01  0.0000E+00  0.0000E+00
 -0.8988E+02 -0.8247E+02 -0.8647E+01  0.4305E+01  0.0000E+00  0.0000E+00
 -0.8264E+02 -0.7575E+02 -0.8547E+01  0.4268E+01  0.0000E+00  0.0000E+00
 -0.7598E+02 -0.6953E+02 -0.8453E+01  0.4229E+01  0.0000E+00  0.0000E+00
 -0.6985E+02 -0.6377E+02 -0.8366E+01  0.4190E+01  0.0000E+00  0.0000E+00
 -0.6421E+02 -0.5845E+02 -0.8285E+01  0.4149E+01  0.0000E+00  0.0000E+00
 -0.5922E+02 -0.5380E+02 -0.8210E+01  0.4106E+01  0.0000E+00  0.0000E+00
 -0.5461E+02 -0.4946E+02 -0.8139E+01  0.4061E+01  0.0000E+00  0.0000E+00
 -0.5033E+02 -0.4540E+02 -0.8073E+01  0.4013E+01  0.0000E+00  0.0000E+00
 -0.4654E+02 -0.4185E+02 -0.8009E+01  0.3963E+01  0.0000E+00  0.0000E+00
 -0.4303E+02 -0.3851E+02 -0.7948E+01  0.3908E+01  0.0000E+00  0.0000E+00
 -0.3976E+02 -0.3536E+02 -0.7888E+01  0.3850E+01  0.0000E+00  0.0000E+00
 -0.3671E+02 -0.3239E+02 -0.7829E+01  0.3787E+01  0.0000E+00  0.0000E+00
 -0.3395E+02 -0.2969E+02 -0.7768E+01  0.3719E+01  0.0000E+00  0.0000E+00
 -0.3143E+02 -0.2721E+02 -0.7705E+01  0.3646E+01  0.0000E+00  0.0000E+00
 -0.2907E+02 -0.2484E+02 -0.7637E+01  0.3567E+01  0.0000E+00  0.0000E+00
 -0.2689E+02 -0.2264E+02 -0.7563E+01  0.3480E+01  0.0000E+00  0.0000E+00
 -0.2488E+02 -0.2059E+02 -0.7481E+01  0.3387E+01  0.0000E+00  0.0000E+00
 -0.2299E+02 -0.1864E+02 -0.7388E+01  0.3286E+01  0.0000E+00  0.0000E+00
 -0.2125E+02 -0.1682E+02 -0.7283E+01  0.3177E+01  0.0000E+00  0.0000E+00
 -0.1962E+02 -0.1512E+02 -0.7161E+01  0.3058E+01  0.0000E+00  0.0000E+00
 -0.1810E+02 -0.1351E+02 -0.7022E+01  0.2931E+01  0.0000E+00  0.0000E+00
 -0.1666E+02 -0.1200E+02 -0.6861E+01  0.2795E+01  0.0000E+00  0.0000E+00
 -0.1530E+02 -0.1058E+02 -0.6676E+01  0.2649E+01  0.0000E+00  0.0000E+00
 -0.1400E+02 -0.9253E+01 -0.6464E+01  0.2493E+01  0.0000E+00  0.0000E+00
 -0.1276E+02 -0.8017E+01 -0.6221E+01  0.2329E+01  0.0000E+00  0.0000E+00
 -0.1157E+02 -0.6877E+01 -0.5946E+01  0.2155E+01  0.0000E+00  0.0000E+00
 -0.1042E+02 -0.5832E+01 -0.5637E+01  0.1974E+01  0.0000E+00  0.0000E+00
 -0.9297E+01 -0.4883E+01 -0.5291E+01  0.1786E+01  0.0000E+00  0.0000E+00
 -0.8211E+01 -0.4030E+01 -0.4909E+01  0.1594E+01  0.0000E+00  0.0000E+00
 -0.7152E+01 -0.3272E+01 -0.4491E+01  0.1398E+01  0.0000E+00  0.0000E+00
 -0.6128E+01 -0.2609E+01 -0.4041E+01  0.1203E+01  0.0000E+00  0.0000E+00
 -0.5143E+01 -0.2036E+01 -0.3563E+01  0.1010E+01  0.0000E+00  0.0000E+00
 -0.4211E+01 -0.1549E+01 -0.3065E+01  0.8239E+00  0.0000E+00  0.0000E+00
 -0.3339E+01 -0.1141E+01 -0.2556E+01  0.6486E+00  0.0000E+00  0.0000E+00
 -0.2545E+01 -0.8067E+00 -0.2051E+01  0.4881E+00  0.0000E+00  0.0000E+00
 -0.1843E+01 -0.5406E+00 -0.1565E+01  0.3467E+00  0.0000E+00  0.0000E+00
